SCHOOL #,SCHOOL NAME,ADDRESS,SchoolType,GRADE,AllStudents,Male,Female,AmericanIndian,Asian,Black,White,Hispanic,PacificIslander,MultipleRace,ESOL,FARMS,SpEd
360,Jones Lane ES,"15110 Jones Lane  Gaithersburg, MD  20878",ES,01,74,43,31,--,--,--,33,--,--,--,--,28,--
360,Jones Lane ES,"15110 Jones Lane  Gaithersburg, MD  20878",ES,02,73,34,39,--,--,--,29,22,--,--,--,23,--
360,Jones Lane ES,"15110 Jones Lane  Gaithersburg, MD  20878",ES,03,77,43,34,--,--,--,36,21,--,--,--,--,--
360,Jones Lane ES,"15110 Jones Lane  Gaithersburg, MD  20878",ES,04,80,43,37,--,--,--,40,23,--,--,--,21,--
360,Jones Lane ES,"15110 Jones Lane  Gaithersburg, MD  20878",ES,05,81,41,40,--,--,--,42,--,--,--,--,--,--
401,Bethesda ES,"7600 Arlington Road  Bethesda, MD  20814",ES,K,102,45,57,--,21,--,61,--,--,--,--,--,--
401,Bethesda ES,"7600 Arlington Road  Bethesda, MD  20814",ES,01,79,43,36,--,--,--,55,--,--,--,--,--,--
401,Bethesda ES,"7600 Arlington Road  Bethesda, MD  20814",ES,02,90,52,38,--,--,--,49,--,--,--,--,--,--
401,Bethesda ES,"7600 Arlington Road  Bethesda, MD  20814",ES,03,107,65,42,--,--,--,67,--,--,--,22,--,--
401,Bethesda ES,"7600 Arlington Road  Bethesda, MD  20814",ES,04,92,49,43,--,--,--,54,--,--,--,--,--,--
401,Bethesda ES,"7600 Arlington Road  Bethesda, MD  20814",ES,05,86,49,37,--,--,--,60,--,--,--,--,--,--
403,Chevy Chase ES,"4015 Rosemary Street  Chevy Chase, MD  20815",ES,03,109,50,59,--,--,22,61,--,--,--,--,29,--
403,Chevy Chase ES,"4015 Rosemary Street  Chevy Chase, MD  20815",ES,04,157,85,72,--,--,--,98,--,--,--,--,--,--
403,Chevy Chase ES,"4015 Rosemary Street  Chevy Chase, MD  20815",ES,05,175,86,89,--,--,27,103,--,--,--,--,28,--
403,Chevy Chase ES,"4015 Rosemary Street  Chevy Chase, MD  20815",ES,06,117,63,54,--,--,--,85,--,--,--,--,22,--
405,Somerset ES,"5811 Warwick Place  Chevy Chase, MD  20815",ES,K,91,49,42,--,--,--,57,--,--,--,--,--,--
405,Somerset ES,"5811 Warwick Place  Chevy Chase, MD  20815",ES,01,108,59,49,--,--,--,75,--,--,--,21,--,--
405,Somerset ES,"5811 Warwick Place  Chevy Chase, MD  20815",ES,02,93,57,36,--,--,--,54,--,--,--,26,--,--
405,Somerset ES,"5811 Warwick Place  Chevy Chase, MD  20815",ES,03,92,36,56,--,--,--,54,--,--,--,--,--,--
412,Westland MS,"5511 Massachusetts Avenue  Bethesda, MD  20816",MS,06,305,156,149,--,--,35,195,40,--,--,31,23,27
405,Somerset ES,"5811 Warwick Place  Chevy Chase, MD  20815",ES,04,83,34,49,--,--,--,54,--,--,--,--,--,--
405,Somerset ES,"5811 Warwick Place  Chevy Chase, MD  20815",ES,05,102,59,43,--,--,--,63,--,--,--,--,--,--
406,Bethesda-Chevy Chase HS,"4301 East-West Highway  Bethesda, MD  20814",HS,09,523,261,262,--,27,80,284,97,--,34,56,76,49
406,Bethesda-Chevy Chase HS,"4301 East-West Highway  Bethesda, MD  20814",HS,10,545,291,254,--,28,77,298,103,--,38,57,66,48
406,Bethesda-Chevy Chase HS,"4301 East-West Highway  Bethesda, MD  20814",HS,11,476,245,231,--,--,65,299,70,--,23,35,44,34
406,Bethesda-Chevy Chase HS,"4301 East-West Highway  Bethesda, MD  20814",HS,12,462,234,228,--,35,75,248,84,--,--,31,54,41
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,PreK,--,--,--,--,--,--,--,--,--,--,,--,--
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,K,58,28,30,--,--,--,49,--,--,--,--,,--
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,01,73,34,39,--,--,--,55,--,--,--,--,,
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,02,54,33,21,--,--,--,41,--,--,--,--,--,--
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,03,83,35,48,--,--,--,63,--,--,--,--,--,--
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,04,75,43,32,--,--,--,52,--,--,--,--,,--
408,Westbrook ES,"5110 Allan Terrace  Bethesda, MD  20816",ES,05,74,42,32,--,--,--,62,--,--,--,--,--,--
410,Bradley Hills ES,"8701 Hartsdale Avenue  Bethesda, MD 20817",ES,K,82,43,39,--,--,--,58,--,--,--,--,,--
410,Bradley Hills ES,"8701 Hartsdale Avenue  Bethesda, MD 20817",ES,01,102,58,44,--,--,--,78,--,--,--,--,--,--
410,Bradley Hills ES,"8701 Hartsdale Avenue  Bethesda, MD 20817",ES,02,113,51,62,--,--,--,72,--,--,--,--,--,--
410,Bradley Hills ES,"8701 Hartsdale Avenue  Bethesda, MD 20817",ES,03,124,63,61,--,--,--,81,--,--,--,--,--,--
410,Bradley Hills ES,"8701 Hartsdale Avenue  Bethesda, MD 20817",ES,04,93,55,38,--,--,--,59,--,--,--,--,,--
410,Bradley Hills ES,"8701 Hartsdale Avenue  Bethesda, MD 20817",ES,05,112,58,54,--,--,--,72,--,--,--,--,--,--
412,Westland MS,"5511 Massachusetts Avenue  Bethesda, MD  20816",MS,08,476,246,230,--,25,52,308,72,--,--,46,59,36
413,North Bethesda MS,"8935 Bradmoor Drive  Bethesda, MD  20817",MS,06,359,197,162,--,46,28,213,47,--,25,25,24,43
413,North Bethesda MS,"8935 Bradmoor Drive  Bethesda, MD  20817",MS,07,342,177,165,--,37,--,230,39,--,--,--,--,28
413,North Bethesda MS,"8935 Bradmoor Drive  Bethesda, MD  20817",MS,08,327,180,147,--,39,--,206,42,--,21,--,--,34
415,North Chevy Chase ES,"3700 Jones Bridge Road  Chevy Chase, MD  20815",ES,03,109,55,54,--,--,21,59,--,--,--,--,--,--
415,North Chevy Chase ES,"3700 Jones Bridge Road  Chevy Chase, MD  20815",ES,04,82,43,39,--,--,--,51,--,--,--,--,--,--
415,North Chevy Chase ES,"3700 Jones Bridge Road  Chevy Chase, MD  20815",ES,05,91,51,40,--,--,--,45,--,--,--,--,--,--
415,North Chevy Chase ES,"3700 Jones Bridge Road  Chevy Chase, MD  20815",ES,06,105,54,51,--,--,--,63,--,--,--,--,--,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,PreK,--,--,--,--,--,--,--,--,--,--,,,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,K,93,51,42,--,--,--,61,--,--,--,--,--,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,01,99,51,48,--,--,--,59,--,--,--,--,--,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,02,106,59,47,--,--,--,74,--,--,--,--,--,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,03,132,77,55,--,--,--,96,--,--,--,--,--,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,04,110,61,49,--,--,--,69,--,--,--,--,--,--
417,Wood Acres ES,"Radnor Center, 7000 Radnor Road, Bethesda, MD 20817",ES,05,117,47,70,--,--,--,82,--,--,--,--,--,--
419,Burning Tree ES,"7900 Beech Tree Road  Bethesda, MD  20817",ES,K,62,33,29,--,--,--,39,--,--,--,--,--,--
419,Burning Tree ES,"7900 Beech Tree Road  Bethesda, MD  20817",ES,01,69,45,24,--,--,--,39,--,--,--,--,--,--
419,Burning Tree ES,"7900 Beech Tree Road  Bethesda, MD  20817",ES,02,83,49,34,--,22,--,46,--,--,--,--,--,--
419,Burning Tree ES,"7900 Beech Tree Road  Bethesda, MD  20817",ES,03,94,51,43,--,--,--,62,--,--,--,--,--,--
419,Burning Tree ES,"7900 Beech Tree Road  Bethesda, MD  20817",ES,04,96,47,49,--,--,--,56,--,--,--,--,--,21
419,Burning Tree ES,"7900 Beech Tree Road  Bethesda, MD  20817",ES,05,93,57,36,--,21,--,58,--,--,--,--,--,--
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,PreK,--,--,,--,--,--,--,--,--,--,,,--
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,K,67,37,30,--,--,--,45,--,--,--,--,--,--
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,01,65,35,30,--,--,--,51,--,--,--,--,,
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,02,68,37,31,--,--,--,42,--,--,--,--,--,--
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,03,85,38,47,--,--,--,51,--,--,--,--,--,--
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,04,70,36,34,--,--,--,52,--,--,--,--,,--
420,Bannockburn ES,"6520 Dalroy Lane  Bethesda, MD 20817",ES,05,62,37,25,--,--,--,39,--,--,--,--,--,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,PreK,--,--,--,--,--,--,--,--,--,--,,,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,K,99,57,42,--,--,--,74,--,--,--,--,,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,01,125,66,59,--,--,--,73,--,--,--,--,--,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,02,138,78,60,--,--,--,96,--,--,--,--,--,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,03,119,51,68,--,--,--,82,--,--,--,--,--,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,04,129,65,64,--,--,--,94,--,--,--,--,--,--
422,Wyngate ES,"9300 Wadsworth Drive  Bethesda, MD  20817",ES,05,140,66,74,--,--,--,95,--,--,--,--,--,--
424,Walter Johnson HS,"6400 Rock Spring Drive  Bethesda, MD  20814",HS,09,622,312,310,--,50,69,347,120,--,33,74,50,77
424,Walter Johnson HS,"6400 Rock Spring Drive  Bethesda, MD  20814",HS,10,556,279,277,--,71,59,302,91,--,31,50,42,60
424,Walter Johnson HS,"6400 Rock Spring Drive  Bethesda, MD  20814",HS,11,553,299,254,--,61,47,302,105,--,36,39,33,56
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,PreK,41,32,--,--,--,--,--,--,--,--,,--,41
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,K,128,75,53,--,21,--,51,24,--,--,34,--,--
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,01,142,77,65,--,22,25,63,21,--,--,27,21,--
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,02,156,83,73,--,23,--,71,27,--,--,23,--,--
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,03,143,67,76,--,24,21,68,--,--,--,--,26,--
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,04,136,56,80,--,--,--,65,--,--,--,--,--,--
425,Ashburton ES,"6314 Lone Oak Drive  Bethesda, MD  20817",ES,05,161,82,79,--,29,24,74,--,--,--,--,--,--
427,Walt Whitman HS,"7100 Whittier Boulevard  Bethesda, MD  20817",HS,09,536,277,259,--,72,22,372,51,--,--,58,--,49
427,Walt Whitman HS,"7100 Whittier Boulevard  Bethesda, MD  20817",HS,10,485,224,261,--,81,--,303,56,--,27,57,--,39
427,Walt Whitman HS,"7100 Whittier Boulevard  Bethesda, MD  20817",HS,11,494,243,251,--,54,--,357,46,--,21,36,--,46
427,Walt Whitman HS,"7100 Whittier Boulevard  Bethesda, MD  20817",HS,12,462,235,227,--,53,--,333,31,--,33,23,--,53
428,Thomas W. Pyle MS,"6311 Wilson Lane  Bethesda, MD 20817",MS,06,490,243,247,--,52,--,346,38,--,43,27,--,34
428,Thomas W. Pyle MS,"6311 Wilson Lane  Bethesda, MD 20817",MS,07,504,271,233,--,54,--,377,35,--,27,26,--,51
428,Thomas W. Pyle MS,"6311 Wilson Lane  Bethesda, MD 20817",MS,08,522,263,259,--,64,--,370,47,--,28,37,--,44
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,PreK,--,--,--,--,--,--,--,--,--,--,,--,--
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,K,63,32,31,--,--,--,32,--,--,--,--,--,--
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,01,86,47,39,--,--,21,45,--,--,--,--,--,--
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,02,75,42,33,--,--,--,39,--,--,--,--,--,--
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,03,95,50,45,--,21,--,40,--,--,--,--,--,--
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,04,88,46,42,--,--,--,47,--,--,--,,--,--
501,Sherwood ES,"1401 Olney-Sandy Spring Road  Sandy Spring, MD  20860",ES,05,88,43,45,--,--,--,49,--,--,--,--,--,--
502,Olney ES,"3401 Queen Mary Drive  Olney, MD  20832",ES,K,107,58,49,--,--,--,55,--,--,--,--,22,--
502,Olney ES,"3401 Queen Mary Drive  Olney, MD  20832",ES,01,114,52,62,--,--,--,53,--,--,--,21,--,--
502,Olney ES,"3401 Queen Mary Drive  Olney, MD  20832",ES,02,103,52,51,--,--,--,49,--,--,--,--,24,--
502,Olney ES,"3401 Queen Mary Drive  Olney, MD  20832",ES,03,102,62,40,--,--,--,45,--,--,--,--,--,--
502,Olney ES,"3401 Queen Mary Drive  Olney, MD  20832",ES,04,116,65,51,--,--,--,55,--,--,--,--,24,--
502,Olney ES,"3401 Queen Mary Drive  Olney, MD  20832",ES,05,105,55,50,--,--,--,51,24,--,--,--,--,--
503,Sherwood HS,"300 Olney-Sandy Spring Road  Sandy Spring, MD 20860",HS,09,504,254,250,--,49,73,256,106,--,--,88,115,57
503,Sherwood HS,"300 Olney-Sandy Spring Road  Sandy Spring, MD 20860",HS,10,448,227,221,--,49,74,238,72,--,--,44,82,51
503,Sherwood HS,"300 Olney-Sandy Spring Road  Sandy Spring, MD 20860",HS,11,476,252,224,--,69,96,231,60,--,--,37,66,28
503,Sherwood HS,"300 Olney-Sandy Spring Road  Sandy Spring, MD 20860",HS,12,462,209,253,--,55,76,262,49,--,--,24,62,54
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,PreK,33,22,--,--,--,--,--,--,--,--,,--,32
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,K,44,21,23,--,--,--,--,--,--,--,--,--,--
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,01,45,27,--,--,--,25,--,--,--,--,--,--,--
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,02,41,22,--,--,--,--,--,--,--,--,--,--,--
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,03,39,21,--,--,--,--,--,--,--,--,--,--,--
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,04,53,33,--,--,--,--,--,--,--,--,--,--,--
504,Westover ES,"401 Hawkesbury Lane  Silver Spring, MD  20904",ES,05,50,24,26,--,--,24,--,--,--,--,--,--,--
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,PreK,--,--,--,--,--,--,--,--,--,--,,,--
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,K,83,46,37,--,--,--,27,34,--,--,--,32,--
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,01,85,45,40,--,--,--,28,32,--,--,27,36,--
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,02,91,55,36,--,--,--,30,39,--,--,--,27,--
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,03,88,52,36,--,--,--,32,30,--,--,--,27,21
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,04,174,95,79,--,34,--,71,44,--,--,--,36,29
505,Lucy V. Barnsley ES,"14516 Nadine Drive  Rockville, MD  20853",ES,05,186,115,71,--,26,22,82,44,--,--,--,38,37
506,Flower Valley ES,"4615 Sunflower Drive  Rockville, MD  20853",ES,K,74,41,33,--,--,--,27,24,--,--,26,29,--
506,Flower Valley ES,"4615 Sunflower Drive  Rockville, MD  20853",ES,01,84,42,42,--,--,--,40,--,--,--,21,29,--
506,Flower Valley ES,"4615 Sunflower Drive  Rockville, MD  20853",ES,02,87,44,43,--,--,--,43,--,--,--,--,21,--
506,Flower Valley ES,"4615 Sunflower Drive  Rockville, MD  20853",ES,03,96,49,47,--,--,--,43,24,--,--,--,22,21
506,Flower Valley ES,"4615 Sunflower Drive  Rockville, MD  20853",ES,04,66,27,39,--,--,--,31,--,--,--,--,--,--
506,Flower Valley ES,"4615 Sunflower Drive  Rockville, MD  20853",ES,05,89,49,40,--,--,--,41,21,--,--,--,23,--
507,William H. Farquhar MS,"16915 Batchellors Forest Road  Olney, MD  20832",MS,06,201,95,106,--,28,41,95,26,--,--,--,27,21
507,William H. Farquhar MS,"16915 Batchellors Forest Road  Olney, MD  20832",MS,07,214,107,107,--,--,32,119,32,--,--,--,30,24
507,William H. Farquhar MS,"16915 Batchellors Forest Road  Olney, MD  20832",MS,08,180,83,97,--,32,35,74,27,--,--,--,--,--
508,Candlewood ES,"7210 Osprey Drive, Rockville, MD 20855",ES,K,63,33,30,--,--,--,28,--,--,--,--,--,--
508,Candlewood ES,"7210 Osprey Drive, Rockville, MD 20855",ES,01,57,26,31,--,--,--,24,--,--,--,--,--,--
508,Candlewood ES,"7210 Osprey Drive, Rockville, MD 20855",ES,02,58,29,29,--,--,--,--,--,--,--,--,--,--
508,Candlewood ES,"7210 Osprey Drive, Rockville, MD 20855",ES,03,64,34,30,--,--,--,30,--,--,--,--,--,--
545,Watkins Mill HS,"10301 Apple Ridge Road  Gaithersburg, MD 20879",HS,10,418,224,194,--,40,125,46,187,--,--,96,207,45
508,Candlewood ES,"7210 Osprey Drive, Rockville, MD 20855",ES,04,56,29,27,--,--,--,--,--,--,--,--,--,--
508,Candlewood ES,"7210 Osprey Drive, Rockville, MD 20855",ES,05,58,27,31,--,--,--,27,--,--,--,--,--,--
510,Col. Zadok Magruder HS,"5939 Muncaster Mill Road  Rockville, MD  20855",HS,09,429,239,190,--,54,98,93,165,--,--,74,173,52
510,Col. Zadok Magruder HS,"5939 Muncaster Mill Road  Rockville, MD  20855",HS,10,404,214,190,--,56,65,101,161,--,--,48,148,44
510,Col. Zadok Magruder HS,"5939 Muncaster Mill Road  Rockville, MD  20855",HS,11,361,188,173,--,55,61,106,125,--,--,--,110,33
510,Col. Zadok Magruder HS,"5939 Muncaster Mill Road  Rockville, MD  20855",HS,12,319,159,160,--,52,59,104,85,--,--,--,80,27
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,PreK,32,--,--,--,--,--,--,--,--,--,--,23,--
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,K,61,28,33,--,--,--,30,--,--,--,--,--,--
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,01,54,28,26,--,--,--,30,--,--,--,--,--,--
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,02,68,38,30,--,--,--,30,--,--,--,--,--,--
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,03,57,31,26,--,--,--,23,--,--,--,--,--,--
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,04,41,25,--,--,--,--,23,--,--,--,,--,--
511,Cashell ES,"17101 Cashell Road  Rockville, MD 20853",ES,05,56,29,27,--,--,--,31,--,--,--,--,--,--
512,Greenwood ES,"3336 Gold Mine Road  Brookeville, MD  20833",ES,K,68,33,35,--,--,--,44,--,--,--,--,--,--
512,Greenwood ES,"3336 Gold Mine Road  Brookeville, MD  20833",ES,01,65,30,35,--,--,--,38,--,--,--,--,--,--
512,Greenwood ES,"3336 Gold Mine Road  Brookeville, MD  20833",ES,02,77,38,39,--,--,--,51,--,--,--,--,--,--
512,Greenwood ES,"3336 Gold Mine Road  Brookeville, MD  20833",ES,03,89,37,52,--,--,--,60,--,--,--,--,--,--
512,Greenwood ES,"3336 Gold Mine Road  Brookeville, MD  20833",ES,04,96,52,44,--,--,--,67,--,--,--,--,--,--
512,Greenwood ES,"3336 Gold Mine Road  Brookeville, MD  20833",ES,05,82,43,39,--,--,--,52,--,--,--,--,--,--
513,Belmont ES,"19528 Olney Mill Road  Olney, MD  20832",ES,K,49,30,--,--,--,--,34,--,--,--,--,--,--
513,Belmont ES,"19528 Olney Mill Road  Olney, MD  20832",ES,01,54,25,29,--,--,--,45,--,--,--,--,--,--
513,Belmont ES,"19528 Olney Mill Road  Olney, MD  20832",ES,02,61,27,34,--,--,--,42,--,--,--,,--,--
513,Belmont ES,"19528 Olney Mill Road  Olney, MD  20832",ES,03,53,28,25,--,--,--,38,--,--,--,--,--,--
513,Belmont ES,"19528 Olney Mill Road  Olney, MD  20832",ES,04,46,--,28,--,--,--,35,--,--,--,,--,--
513,Belmont ES,"19528 Olney Mill Road  Olney, MD  20832",ES,05,51,26,25,--,--,--,34,--,--,--,--,--,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,PreK,42,--,22,--,--,21,--,--,--,--,--,37,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,K,105,55,50,--,--,32,24,34,--,--,33,59,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,01,88,52,36,--,--,27,--,41,--,--,47,48,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,02,118,62,56,--,--,39,--,41,--,--,44,64,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,03,101,49,52,--,--,23,--,53,--,--,38,62,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,04,104,55,49,--,--,39,--,37,--,--,--,46,--
514,Judith A. Resnik ES,"7301 Hadley Farms Drive  Gaithersburg, MD 20879",ES,05,85,40,45,--,--,31,--,30,--,--,--,47,--
517,Sligo Creek ES,"500 Schuyler Road  Silver Spring, MD  20910",ES,K,105,51,54,--,--,25,58,--,--,--,--,--,--
517,Sligo Creek ES,"500 Schuyler Road  Silver Spring, MD  20910",ES,01,121,67,54,--,--,31,55,--,--,--,23,23,--
517,Sligo Creek ES,"500 Schuyler Road  Silver Spring, MD  20910",ES,02,113,62,51,--,--,25,62,--,--,--,--,--,--
517,Sligo Creek ES,"500 Schuyler Road  Silver Spring, MD  20910",ES,03,98,48,50,--,--,25,57,--,--,--,--,--,--
517,Sligo Creek ES,"500 Schuyler Road  Silver Spring, MD  20910",ES,04,111,59,52,--,--,26,52,21,--,--,--,--,--
517,Sligo Creek ES,"500 Schuyler Road  Silver Spring, MD  20910",ES,05,99,49,50,--,--,24,54,--,--,--,--,--,--
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,PreK,--,--,--,--,--,--,--,--,--,--,--,--,
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,K,67,33,34,--,--,--,30,--,--,--,--,--,--
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,01,57,33,24,--,--,--,29,--,--,--,--,--,--
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,02,65,27,38,--,--,--,34,--,--,--,--,--,--
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,03,61,35,26,--,--,--,21,--,--,--,--,--,--
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,04,56,30,26,--,--,--,29,--,--,--,--,--,--
518,Brooke Grove ES,"2700 Spartan Road  Olney, MD  20832",ES,05,68,27,41,--,--,--,36,--,--,--,--,--,--
521,Shady Grove MS,"8100 Midcounty Highway  Gaithersburg, MD  20877",MS,06,188,105,83,--,22,38,45,75,--,--,--,87,--
521,Shady Grove MS,"8100 Midcounty Highway  Gaithersburg, MD  20877",MS,07,179,80,99,--,24,33,41,65,--,--,--,66,--
521,Shady Grove MS,"8100 Midcounty Highway  Gaithersburg, MD  20877",MS,08,198,113,85,--,--,43,59,63,--,--,--,76,24
522,Lakelands Park MS,"1200 Main Street  Gaithersburg, MD 20878",MS,06,363,168,195,--,58,53,167,68,--,--,21,89,35
522,Lakelands Park MS,"1200 Main Street  Gaithersburg, MD 20878",MS,07,346,171,175,--,58,51,164,58,--,--,--,70,37
522,Lakelands Park MS,"1200 Main Street  Gaithersburg, MD 20878",MS,08,340,174,166,--,42,37,179,66,--,--,24,72,44
523,Spark M. Matsunaga ES,"13902 Bromfield Road  Germantown, Maryland 20874",ES,K,116,58,58,--,45,--,33,--,--,--,23,--,--
523,Spark M. Matsunaga ES,"13902 Bromfield Road  Germantown, Maryland 20874",ES,01,108,53,55,--,37,--,30,--,--,--,21,--,--
523,Spark M. Matsunaga ES,"13902 Bromfield Road  Germantown, Maryland 20874",ES,02,149,76,73,--,62,37,22,22,--,--,25,34,--
523,Spark M. Matsunaga ES,"13902 Bromfield Road  Germantown, Maryland 20874",ES,03,163,83,80,--,63,35,39,--,--,--,--,28,--
523,Spark M. Matsunaga ES,"13902 Bromfield Road  Germantown, Maryland 20874",ES,04,154,81,73,--,51,31,42,21,--,--,--,28,--
523,Spark M. Matsunaga ES,"13902 Bromfield Road  Germantown, Maryland 20874",ES,05,166,74,92,--,53,28,47,28,--,--,--,28,--
545,Watkins Mill HS,"10301 Apple Ridge Road  Gaithersburg, MD 20879",HS,09,446,272,174,--,27,136,42,219,--,22,159,272,63
545,Watkins Mill HS,"10301 Apple Ridge Road  Gaithersburg, MD 20879",HS,11,332,192,140,--,31,112,39,132,--,--,34,161,49
545,Watkins Mill HS,"10301 Apple Ridge Road  Gaithersburg, MD 20879",HS,12,328,155,173,--,34,108,51,119,--,--,--,143,40
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,PreK,--,--,--,--,--,--,--,--,--,--,,--,--
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,K,79,43,36,--,--,25,--,25,--,--,--,41,--
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,01,105,53,52,--,--,28,24,36,--,--,25,43,--
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,02,103,53,50,--,--,30,--,39,--,--,37,54,--
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,03,100,47,53,--,--,23,28,33,--,--,21,38,--
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,04,76,43,33,--,--,21,--,32,--,--,--,33,--
546,Goshen ES,"8701 Warfield Road  Gaithersburg, MD  20882",ES,05,92,48,44,--,--,--,24,31,--,--,--,35,--
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,PreK,42,23,--,--,--,--,--,25,--,--,25,38,--
549,Flower Hill ES,"18425 Flower Hill Way  Gaithersburg, MD  20879",ES,K,74,42,32,--,--,--,--,31,--,--,43,46,--
